VCD info: dumpfile mips.vcd opened for output.
  cycle |  pc      |  inst    d f ra rb rd |  alu_a    alu_b   |  alu_q    ram_din | dst  reg_din
  xxxxx | xxxxxxxx | xxxxxxxx x x  x  x  x | xxxxxxxx xxxxxxxx | 00000000 xxxxxxxx |  x  xxxxxxxx
  00336 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00337 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00338 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00339 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00016260 | 00000000 00000001 |  0  00000000
  0033a | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000b130 00016260 |  0  00000000
  0033b | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000028 | 00000000 00000000 | 12  0000b130
  0033c | 00400090 | 00000000 0 0  0  0  0 | 0000b130 fffffff8 | 00000050 00000028 |  0  00000000
  0033d | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000050
  0033e | 00400098 | 200e0001 0 0  0  0 14 | 0000b130 00000001 | 00000000 00000000 |  0  00000000
  0033f | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00340 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00341 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00342 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 0000b130 | 00000000 00000001 |  0  00000000
  00343 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00005898 0000b130 |  0  00000000
  00344 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000050 | 00000000 00000000 | 12  00005898
  00345 | 00400090 | 00000000 0 0  0  0  0 | 00005898 fffffff8 | 000000a0 00000050 |  0  00000000
  00346 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  000000a0
  00347 | 00400098 | 200e0001 0 0  0  0 14 | 00005898 00000001 | 00000000 00000000 |  0  00000000
  00348 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00349 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  0034a | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  0034b | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00005898 | 00000000 00000001 |  0  00000000
  0034c | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00002c4c 00005898 |  0  00000000
  0034d | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 000000a0 | 00000000 00000000 | 12  00002c4c
  0034e | 00400090 | 00000000 0 0  0  0  0 | 00002c4c fffffff8 | 00000140 000000a0 |  0  00000000
  0034f | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000140
  00350 | 00400098 | 200e0001 0 0  0  0 14 | 00002c4c 00000001 | 00000000 00000000 |  0  00000000
  00351 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00352 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00353 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00354 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00002c4c | 00000000 00000001 |  0  00000000
  00355 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00001626 00002c4c |  0  00000000
  00356 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000140 | 00000000 00000000 | 12  00001626
  00357 | 00400090 | 00000000 0 0  0  0  0 | 00001626 fffffff8 | 00000280 00000140 |  0  00000000
  00358 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000280
  00359 | 00400098 | 200e0001 0 0  0  0 14 | 00001626 00000001 | 00000000 00000000 |  0  00000000
  0035a | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  0035b | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  0035c | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  0035d | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00001626 | 00000000 00000001 |  0  00000000
  0035e | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000b13 00001626 |  0  00000000
  0035f | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000280 | 00000000 00000000 | 12  00000b13
  00360 | 00400090 | 00000000 0 0  0  0  0 | 00000b13 fffffff8 | 00000500 00000280 |  0  00000000
  00361 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000500
  00362 | 00400098 | 200e0001 0 0  0  0 14 | 00000b13 00000001 | 00000000 00000000 |  0  00000000
  00363 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  00364 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  00365 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  00366 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000b13 | 00000000 00000001 |  0  00000000
  00367 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000500 | 00000589 00000b13 |  0  00000000
  00368 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000500 00000500 | 12  00000589
  00369 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000500 | 00000000 00000000 |  9  00000500
  0036a | 00400090 | 00000000 0 0  0  0  0 | 00000589 fffffff8 | 00000a00 00000500 |  0  00000000
  0036b | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000a00
  0036c | 00400098 | 200e0001 0 0  0  0 14 | 00000589 00000001 | 00000000 00000000 |  0  00000000
  0036d | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  0036e | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  0036f | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  00370 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000589 | 00000000 00000001 |  0  00000000
  00371 | 004000a8 | 08100022 0 0  0  0  0 | 00000500 00000a00 | 000002c4 00000589 |  0  00000000
  00372 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000f00 00000a00 | 12  000002c4
  00373 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000a00 | 00000000 00000000 |  9  00000f00
  00374 | 00400090 | 00000000 0 0  0  0  0 | 000002c4 fffffff8 | 00001400 00000a00 |  0  00000000
  00375 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00001400
  00376 | 00400098 | 200e0001 0 0  0  0 14 | 000002c4 00000001 | 00000000 00000000 |  0  00000000
  00377 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00378 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00379 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  0037a | 004000a8 | 08100022 0 0  0  0  0 | 00000000 000002c4 | 00000000 00000001 |  0  00000000
  0037b | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000162 000002c4 |  0  00000000
  0037c | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00001400 | 00000000 00000000 | 12  00000162
  0037d | 00400090 | 00000000 0 0  0  0  0 | 00000162 fffffff8 | 00002800 00001400 |  0  00000000
  0037e | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00002800
  0037f | 00400098 | 200e0001 0 0  0  0 14 | 00000162 00000001 | 00000000 00000000 |  0  00000000
  00380 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00381 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00382 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00383 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000162 | 00000000 00000001 |  0  00000000
  00384 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 000000b1 00000162 |  0  00000000
  00385 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00002800 | 00000000 00000000 | 12  000000b1
  00386 | 00400090 | 00000000 0 0  0  0  0 | 000000b1 fffffff8 | 00005000 00002800 |  0  00000000
  00387 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00005000
  00388 | 00400098 | 200e0001 0 0  0  0 14 | 000000b1 00000001 | 00000000 00000000 |  0  00000000
  00389 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  0038a | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  0038b | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  0038c | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 000000b1 | 00000000 00000001 |  0  00000000
  0038d | 004000a8 | 08100022 0 0  0  0  0 | 00000f00 00005000 | 00000058 000000b1 |  0  00000000
  0038e | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00005f00 00005000 | 12  00000058
  0038f | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00005000 | 00000000 00000000 |  9  00005f00
  00390 | 00400090 | 00000000 0 0  0  0  0 | 00000058 fffffff8 | 0000a000 00005000 |  0  00000000
  00391 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  0000a000
  00392 | 00400098 | 200e0001 0 0  0  0 14 | 00000058 00000001 | 00000000 00000000 |  0  00000000
  00393 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00394 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00395 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00396 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000058 | 00000000 00000001 |  0  00000000
  00397 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000002c 00000058 |  0  00000000
  00398 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 0000a000 | 00000000 00000000 | 12  0000002c
  00399 | 00400090 | 00000000 0 0  0  0  0 | 0000002c fffffff8 | 00014000 0000a000 |  0  00000000
  0039a | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00014000
  0039b | 00400098 | 200e0001 0 0  0  0 14 | 0000002c 00000001 | 00000000 00000000 |  0  00000000
  0039c | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  0039d | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  0039e | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  0039f | 004000a8 | 08100022 0 0  0  0  0 | 00000000 0000002c | 00000000 00000001 |  0  00000000
  003a0 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000016 0000002c |  0  00000000
  003a1 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00014000 | 00000000 00000000 | 12  00000016
  003a2 | 00400090 | 00000000 0 0  0  0  0 | 00000016 fffffff8 | 00028000 00014000 |  0  00000000
  003a3 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00028000
  003a4 | 00400098 | 200e0001 0 0  0  0 14 | 00000016 00000001 | 00000000 00000000 |  0  00000000
  003a5 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  003a6 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  003a7 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  003a8 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000016 | 00000000 00000001 |  0  00000000
  003a9 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000000b 00000016 |  0  00000000
  003aa | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00028000 | 00000000 00000000 | 12  0000000b
  003ab | 00400090 | 00000000 0 0  0  0  0 | 0000000b fffffff8 | 00050000 00028000 |  0  00000000
  003ac | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00050000
  003ad | 00400098 | 200e0001 0 0  0  0 14 | 0000000b 00000001 | 00000000 00000000 |  0  00000000
  003ae | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  003af | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  003b0 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  003b1 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 0000000b | 00000000 00000001 |  0  00000000
  003b2 | 004000a8 | 08100022 0 0  0  0  0 | 00005f00 00050000 | 00000005 0000000b |  0  00000000
  003b3 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00055f00 00050000 | 12  00000005
  003b4 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00050000 | 00000000 00000000 |  9  00055f00
  003b5 | 00400090 | 00000000 0 0  0  0  0 | 00000005 fffffff8 | 000a0000 00050000 |  0  00000000
  003b6 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  000a0000
  003b7 | 00400098 | 200e0001 0 0  0  0 14 | 00000005 00000001 | 00000000 00000000 |  0  00000000
  003b8 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  003b9 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  003ba | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  003bb | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000005 | 00000000 00000001 |  0  00000000
  003bc | 004000a8 | 08100022 0 0  0  0  0 | 00055f00 000a0000 | 00000002 00000005 |  0  00000000
  003bd | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 000f5f00 000a0000 | 12  00000002
  003be | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 000a0000 | 00000000 00000000 |  9  000f5f00
  003bf | 00400090 | 00000000 0 0  0  0  0 | 00000002 fffffff8 | 00140000 000a0000 |  0  00000000
  003c0 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00140000
  003c1 | 00400098 | 200e0001 0 0  0  0 14 | 00000002 00000001 | 00000000 00000000 |  0  00000000
  003c2 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  003c3 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  003c4 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  003c5 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000002 | 00000000 00000001 |  0  00000000
  003c6 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000001 00000002 |  0  00000000
  003c7 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00140000 | 00000000 00000000 | 12  00000001
  003c8 | 00400090 | 00000000 0 0  0  0  0 | 00000001 fffffff8 | 00280000 00140000 |  0  00000000
  003c9 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00280000
  003ca | 00400098 | 200e0001 0 0  0  0 14 | 00000001 00000001 | 00000000 00000000 |  0  00000000
  003cb | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  003cc | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  003cd | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  003ce | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000001 | 00000000 00000001 |  0  00000000
  003cf | 004000a8 | 08100022 0 0  0  0  0 | 000f5f00 00280000 | 00000000 00000001 |  0  00000000
  003d0 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00375f00 00280000 | 12  00000000
  003d1 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00280000 | 00000000 00000000 |  9  00375f00
  003d2 | 0040006c | 00000000 0 0  0  0  0 | 00000000 fffffff8 | 00500000 00280000 |  0  00000000
  003d3 | 00400070 | 8fbf0004 0 0 29  0 31 | 00000000 00000000 | 00000000 00000000 | 11  00500000
  003d4 | 00400074 | 8fb00000 0 0 29  0 16 | 10017fdc 00000004 | 00000000 00000000 |  0  00000000
  003d5 | 00400078 | 03e00008 1 0 31  0  0 | 10017fdc 00000000 | 10017fe0 00000000 |  0  00000000
  003d6 | 00400078 | 03e00008 0 0 31  0  0 | 00000000 00000000 | 10017fdc 00000000 | 31  00400064
  003d7 | 00400064 | 23bd0008 0 0 29  0 29 | 00400064 00000000 | 00000000 00000000 | 16  0000000b
  003d8 | 00400068 | 0810001f 0 0  0  0  0 | 10017fdc 00000008 | 00000000 00000000 |  0  00000000
  003d9 | 0040007c | 00000000 0 0  0  0  0 | 00000000 0000001f | 10017fe4 00000000 |  0  00000000
  003da | 00400080 | 220b0000 0 0 16  0 11 | 00000000 00000000 | 00000000 00000000 | 29  10017fe4
  003db | 00400084 | 212c0000 0 0  9  0 12 | 0000000b 00000000 | 00000000 00000000 |  0  00000000
  003dc | 00400088 | 20090000 0 0  0  0  9 | 00375f00 00000000 | 0000000b 00000000 |  0  00000000
  003dd | 0040008c | 1180fff8 0 1 12  0  0 | 00000000 00000000 | 00375f00 00000000 | 11  0000000b
  003de | 00400090 | 00000000 0 0  0  0  0 | 00375f00 fffffff8 | 00000000 00000000 | 12  00375f00
  003df | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 |  9  00000000
  003e0 | 00400098 | 200e0001 0 0  0  0 14 | 00375f00 00000001 | 00000000 00000000 |  0  00000000
  003e1 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  003e2 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  003e3 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  003e4 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00375f00 | 00000000 00000001 |  0  00000000
  003e5 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 001baf80 00375f00 |  0  00000000
  003e6 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 0000000b | 00000000 00000000 | 12  001baf80
  003e7 | 00400090 | 00000000 0 0  0  0  0 | 001baf80 fffffff8 | 00000016 0000000b |  0  00000000
  003e8 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000016
  003e9 | 00400098 | 200e0001 0 0  0  0 14 | 001baf80 00000001 | 00000000 00000000 |  0  00000000
  003ea | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  003eb | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  003ec | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  003ed | 004000a8 | 08100022 0 0  0  0  0 | 00000000 001baf80 | 00000000 00000001 |  0  00000000
  003ee | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 000dd7c0 001baf80 |  0  00000000
  003ef | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000016 | 00000000 00000000 | 12  000dd7c0
  003f0 | 00400090 | 00000000 0 0  0  0  0 | 000dd7c0 fffffff8 | 0000002c 00000016 |  0  00000000
  003f1 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  0000002c
  003f2 | 00400098 | 200e0001 0 0  0  0 14 | 000dd7c0 00000001 | 00000000 00000000 |  0  00000000
  003f3 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  003f4 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  003f5 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  003f6 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 000dd7c0 | 00000000 00000001 |  0  00000000
  003f7 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0006ebe0 000dd7c0 |  0  00000000
  003f8 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 0000002c | 00000000 00000000 | 12  0006ebe0
  003f9 | 00400090 | 00000000 0 0  0  0  0 | 0006ebe0 fffffff8 | 00000058 0000002c |  0  00000000
  003fa | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000058
  003fb | 00400098 | 200e0001 0 0  0  0 14 | 0006ebe0 00000001 | 00000000 00000000 |  0  00000000
  003fc | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  003fd | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  003fe | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  003ff | 004000a8 | 08100022 0 0  0  0  0 | 00000000 0006ebe0 | 00000000 00000001 |  0  00000000
  00400 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 000375f0 0006ebe0 |  0  00000000
  00401 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000058 | 00000000 00000000 | 12  000375f0
  00402 | 00400090 | 00000000 0 0  0  0  0 | 000375f0 fffffff8 | 000000b0 00000058 |  0  00000000
  00403 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  000000b0
  00404 | 00400098 | 200e0001 0 0  0  0 14 | 000375f0 00000001 | 00000000 00000000 |  0  00000000
  00405 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00406 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00407 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00408 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 000375f0 | 00000000 00000001 |  0  00000000
  00409 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0001baf8 000375f0 |  0  00000000
  0040a | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 000000b0 | 00000000 00000000 | 12  0001baf8
  0040b | 00400090 | 00000000 0 0  0  0  0 | 0001baf8 fffffff8 | 00000160 000000b0 |  0  00000000
  0040c | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000160
  0040d | 00400098 | 200e0001 0 0  0  0 14 | 0001baf8 00000001 | 00000000 00000000 |  0  00000000
  0040e | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  0040f | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00410 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00411 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 0001baf8 | 00000000 00000001 |  0  00000000
  00412 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000dd7c 0001baf8 |  0  00000000
  00413 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000160 | 00000000 00000000 | 12  0000dd7c
  00414 | 00400090 | 00000000 0 0  0  0  0 | 0000dd7c fffffff8 | 000002c0 00000160 |  0  00000000
  00415 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  000002c0
  00416 | 00400098 | 200e0001 0 0  0  0 14 | 0000dd7c 00000001 | 00000000 00000000 |  0  00000000
  00417 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00418 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00419 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  0041a | 004000a8 | 08100022 0 0  0  0  0 | 00000000 0000dd7c | 00000000 00000001 |  0  00000000
  0041b | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00006ebe 0000dd7c |  0  00000000
  0041c | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 000002c0 | 00000000 00000000 | 12  00006ebe
  0041d | 00400090 | 00000000 0 0  0  0  0 | 00006ebe fffffff8 | 00000580 000002c0 |  0  00000000
  0041e | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000580
  0041f | 00400098 | 200e0001 0 0  0  0 14 | 00006ebe 00000001 | 00000000 00000000 |  0  00000000
  00420 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00421 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00422 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00423 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00006ebe | 00000000 00000001 |  0  00000000
  00424 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000375f 00006ebe |  0  00000000
  00425 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000580 | 00000000 00000000 | 12  0000375f
  00426 | 00400090 | 00000000 0 0  0  0  0 | 0000375f fffffff8 | 00000b00 00000580 |  0  00000000
  00427 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000b00
  00428 | 00400098 | 200e0001 0 0  0  0 14 | 0000375f 00000001 | 00000000 00000000 |  0  00000000
  00429 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
