VCD info: dumpfile mips.vcd opened for output.
  cycle |  pc      |  inst    d f ra rb rd |  alu_a    alu_b   |  alu_q    ram_din | dst  reg_din
  000f1 | 004000a8 | 08100022 0 0  0  0  0 | 00000028 00000050 | 00000000 00000001 |  0  00000000
  000f2 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000078 00000050 | 12  00000000
  000f3 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000050 | 00000000 00000000 |  9  00000078
  000f4 | 0040006c | 00000000 0 0  0  0  0 | 00000000 fffffff8 | 000000a0 00000050 |  0  00000000
  000f5 | 00400070 | 8fbf0004 0 0 29  0 31 | 00000000 00000000 | 00000000 00000000 | 11  000000a0
  000f6 | 00400074 | 8fb00000 0 0 29  0 16 | 10017fec 00000004 | 00000000 00000000 |  0  00000000
  000f7 | 00400078 | 03e00008 1 0 31  0  0 | 10017fec 00000000 | 10017ff0 00000000 |  0  00000000
  000f8 | 00400078 | 03e00008 0 0 31  0  0 | 00000000 00000000 | 10017fec 00000000 | 31  00400064
  000f9 | 00400064 | 23bd0008 0 0 29  0 29 | 00400064 00000000 | 00000000 00000000 | 16  00000006
  000fa | 00400068 | 0810001f 0 0  0  0  0 | 10017fec 00000008 | 00000000 00000000 |  0  00000000
  000fb | 0040007c | 00000000 0 0  0  0  0 | 00000000 0000001f | 10017ff4 00000000 |  0  00000000
  000fc | 00400080 | 220b0000 0 0 16  0 11 | 00000000 00000000 | 00000000 00000000 | 29  10017ff4
  000fd | 00400084 | 212c0000 0 0  9  0 12 | 00000006 00000000 | 00000000 00000000 |  0  00000000
  000fe | 00400088 | 20090000 0 0  0  0  9 | 00000078 00000000 | 00000006 00000000 |  0  00000000
  000ff | 0040008c | 1180fff8 0 1 12  0  0 | 00000000 00000000 | 00000078 00000000 | 11  00000006
  00100 | 00400090 | 00000000 0 0  0  0  0 | 00000078 fffffff8 | 00000000 00000000 | 12  00000078
  00101 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 |  9  00000000
  00102 | 00400098 | 200e0001 0 0  0  0 14 | 00000078 00000001 | 00000000 00000000 |  0  00000000
  00103 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00104 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00105 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00106 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000078 | 00000000 00000001 |  0  00000000
  00107 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000003c 00000078 |  0  00000000
  00108 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000006 | 00000000 00000000 | 12  0000003c
  00109 | 00400090 | 00000000 0 0  0  0  0 | 0000003c fffffff8 | 0000000c 00000006 |  0  00000000
  0010a | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  0000000c
  0010b | 00400098 | 200e0001 0 0  0  0 14 | 0000003c 00000001 | 00000000 00000000 |  0  00000000
  0010c | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  0010d | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  0010e | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  0010f | 004000a8 | 08100022 0 0  0  0  0 | 00000000 0000003c | 00000000 00000001 |  0  00000000
  00110 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000001e 0000003c |  0  00000000
  00111 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 0000000c | 00000000 00000000 | 12  0000001e
  00112 | 00400090 | 00000000 0 0  0  0  0 | 0000001e fffffff8 | 00000018 0000000c |  0  00000000
  00113 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000018
  00114 | 00400098 | 200e0001 0 0  0  0 14 | 0000001e 00000001 | 00000000 00000000 |  0  00000000
  00115 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00116 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00117 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00118 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 0000001e | 00000000 00000001 |  0  00000000
  00119 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000000f 0000001e |  0  00000000
  0011a | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000018 | 00000000 00000000 | 12  0000000f
  0011b | 00400090 | 00000000 0 0  0  0  0 | 0000000f fffffff8 | 00000030 00000018 |  0  00000000
  0011c | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000030
  0011d | 00400098 | 200e0001 0 0  0  0 14 | 0000000f 00000001 | 00000000 00000000 |  0  00000000
  0011e | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  0011f | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  00120 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  00121 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 0000000f | 00000000 00000001 |  0  00000000
  00122 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000030 | 00000007 0000000f |  0  00000000
  00123 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000030 00000030 | 12  00000007
  00124 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000030 | 00000000 00000000 |  9  00000030
  00125 | 00400090 | 00000000 0 0  0  0  0 | 00000007 fffffff8 | 00000060 00000030 |  0  00000000
  00126 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000060
  00127 | 00400098 | 200e0001 0 0  0  0 14 | 00000007 00000001 | 00000000 00000000 |  0  00000000
  00128 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  00129 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  0012a | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  0012b | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000007 | 00000000 00000001 |  0  00000000
  0012c | 004000a8 | 08100022 0 0  0  0  0 | 00000030 00000060 | 00000003 00000007 |  0  00000000
  0012d | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000090 00000060 | 12  00000003
  0012e | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000060 | 00000000 00000000 |  9  00000090
  0012f | 00400090 | 00000000 0 0  0  0  0 | 00000003 fffffff8 | 000000c0 00000060 |  0  00000000
  00130 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  000000c0
  00131 | 00400098 | 200e0001 0 0  0  0 14 | 00000003 00000001 | 00000000 00000000 |  0  00000000
  00132 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  00133 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  00134 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  00135 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000003 | 00000000 00000001 |  0  00000000
  00136 | 004000a8 | 08100022 0 0  0  0  0 | 00000090 000000c0 | 00000001 00000003 |  0  00000000
  00137 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000150 000000c0 | 12  00000001
  00138 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 000000c0 | 00000000 00000000 |  9  00000150
  00139 | 00400090 | 00000000 0 0  0  0  0 | 00000001 fffffff8 | 00000180 000000c0 |  0  00000000
  0013a | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000180
  0013b | 00400098 | 200e0001 0 0  0  0 14 | 00000001 00000001 | 00000000 00000000 |  0  00000000
  0013c | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  0013d | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  0013e | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  0013f | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000001 | 00000000 00000001 |  0  00000000
  00140 | 004000a8 | 08100022 0 0  0  0  0 | 00000150 00000180 | 00000000 00000001 |  0  00000000
  00141 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 000002d0 00000180 | 12  00000000
  00142 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000180 | 00000000 00000000 |  9  000002d0
  00143 | 0040006c | 00000000 0 0  0  0  0 | 00000000 fffffff8 | 00000300 00000180 |  0  00000000
  00144 | 00400070 | 8fbf0004 0 0 29  0 31 | 00000000 00000000 | 00000000 00000000 | 11  00000300
  00145 | 00400074 | 8fb00000 0 0 29  0 16 | 10017ff4 00000004 | 00000000 00000000 |  0  00000000
  00146 | 00400078 | 03e00008 1 0 31  0  0 | 10017ff4 00000000 | 10017ff8 00000000 |  0  00000000
  00147 | 00400078 | 03e00008 0 0 31  0  0 | 00000000 00000000 | 10017ff4 00000000 | 31  0040002c
  00148 | 0040002c | 23bd0008 0 0 29  0 29 | 0040002c 00000000 | 00000000 00000000 | 16  10010000
  00149 | 00400030 | ae290004 0 0 17  9  0 | 10017ff4 00000008 | 00000000 00000000 |  0  00000000
  0014a | 00400034 | 2402000a 0 0  0  0  2 | 10010000 00000004 | 10017ffc 00000000 |  0  00000000
  0014b | 00400038 | 0000000c 0 0  0  0  0 | 00000000 0000000a | 10010004 000002d0 | 29  10017ffc
  0014c | 0040003c | 23bdfff8 0 0 29  0 29 | 00000000 00000000 | 0000000a 00000000 |  0  10010004
  0014d | 00400040 | afbf0004 0 1 29 31  0 | 10017ffc fffffff8 | 00000000 00000000 |  2  0000000a
  0014e | 00400044 | 28880001 0 0  4  0  8 | 10017ff4 00000004 | 10017ff4 00000000 |  0  00000000
  ram[ 0]=00000006
  ram[ 1]=000002d0
  ram[ 2]=xxxxxxxx
  ram[ 3]=xxxxxxxx
  ram[ 4]=xxxxxxxx
  ram[ 5]=xxxxxxxx
  ram[ 6]=xxxxxxxx
  ram[ 7]=xxxxxxxx
  ram[ 8]=xxxxxxxx
  ram[ 9]=xxxxxxxx
  ram[10]=xxxxxxxx
  ram[11]=xxxxxxxx
  ram[12]=xxxxxxxx
  ram[13]=xxxxxxxx
  ram[14]=xxxxxxxx
  ram[15]=xxxxxxxx
  ram[16]=xxxxxxxx
  ram[17]=xxxxxxxx
  ram[18]=xxxxxxxx
  ram[19]=xxxxxxxx
  ram[20]=xxxxxxxx
  ram[21]=xxxxxxxx
  ram[22]=xxxxxxxx
  ram[23]=xxxxxxxx
  ram[24]=xxxxxxxx
  ram[25]=xxxxxxxx
  ram[26]=xxxxxxxx
  ram[27]=xxxxxxxx
  ram[28]=xxxxxxxx
  ram[29]=xxxxxxxx
  ram[30]=xxxxxxxx
  ram[31]=xxxxxxxx
  ram[32]=xxxxxxxx
  ram[33]=xxxxxxxx
  ram[34]=xxxxxxxx
  ram[35]=xxxxxxxx
  ram[36]=xxxxxxxx
  ram[37]=xxxxxxxx
  ram[38]=xxxxxxxx
  ram[39]=xxxxxxxx
  ram[40]=xxxxxxxx
  ram[41]=xxxxxxxx
  ram[42]=xxxxxxxx
  ram[43]=xxxxxxxx
  ram[44]=xxxxxxxx
  ram[45]=xxxxxxxx
  ram[46]=xxxxxxxx
  ram[47]=xxxxxxxx
  ram[48]=xxxxxxxx
  ram[49]=xxxxxxxx
  ram[50]=xxxxxxxx
  ram[51]=xxxxxxxx
  ram[52]=xxxxxxxx
  ram[53]=xxxxxxxx
  ram[54]=xxxxxxxx
  ram[55]=xxxxxxxx
  ram[56]=xxxxxxxx
  ram[57]=xxxxxxxx
  ram[58]=xxxxxxxx
  ram[59]=xxxxxxxx
  ram[60]=xxxxxxxx
  ram[61]=xxxxxxxx
  ram[62]=xxxxxxxx
  ram[63]=xxxxxxxx
  ram[64]=xxxxxxxx
  ram[65]=xxxxxxxx
  ram[66]=xxxxxxxx
  ram[67]=xxxxxxxx
  ram[68]=xxxxxxxx
  ram[69]=xxxxxxxx
  ram[70]=xxxxxxxx
  ram[71]=xxxxxxxx
  ram[72]=xxxxxxxx
  ram[73]=xxxxxxxx
  ram[74]=xxxxxxxx
  ram[75]=xxxxxxxx
  ram[76]=xxxxxxxx
  ram[77]=xxxxxxxx
  ram[78]=xxxxxxxx
  ram[79]=xxxxxxxx
  ram[80]=xxxxxxxx
  ram[81]=xxxxxxxx
  ram[82]=xxxxxxxx
  ram[83]=xxxxxxxx
  ram[84]=xxxxxxxx
  ram[85]=xxxxxxxx
  ram[86]=xxxxxxxx
  ram[87]=xxxxxxxx
  ram[88]=xxxxxxxx
  ram[89]=xxxxxxxx
  ram[90]=xxxxxxxx
  ram[91]=xxxxxxxx
  ram[92]=xxxxxxxx
  ram[93]=xxxxxxxx
  ram[94]=xxxxxxxx
  ram[95]=xxxxxxxx
  ram[96]=xxxxxxxx
  ram[97]=xxxxxxxx
  ram[98]=xxxxxxxx
  ram[99]=xxxxxxxx
  cycle =     334
